projection_1	angle_1	projection_2	angle_2	score
81	340	31	155	9.675198818970097
31	265	82	330	30.5609102027594
82	330	31	265	30.5609102027594
31	260	83	150	34.418544388690115
83	150	31	260	34.418544388690115
31	125	84	165	34.89285197355702
84	165	31	125	34.89285197355702
31	80	85	185	253.04411230997485
85	185	31	80	253.04411230997485
31	90	86	30	67.8073682308019
86	30	31	90	67.8073682308019
31	280	87	150	76.2642904949243
87	150	31	280	76.2642904949243
31	315	88	140	13.25617565752071
88	140	31	315	13.25617565752071
31	335	89	335	10.323520732897276
89	335	31	335	10.323520732897276
31	115	90	0	20.553136437528853
90	0	31	115	20.553136437528853
31	285	91	345	125.70367533204978
91	345	31	285	125.70367533204978
31	270	92	150	129.4306733199418
92	150	31	270	129.4306733199418
31	325	93	175	30.694887928623892
93	175	31	325	30.694887928623892
31	80	94	35	25.8536889972399
94	35	31	80	25.8536889972399
31	80	95	255	35.14868223348227
95	255	31	80	35.14868223348227
31	90	96	35	84.69091254947148
96	35	31	90	84.69091254947148
31	95	97	130	70.05574350865423
97	130	31	95	70.05574350865423
31	100	98	335	70.93049349537101
98	335	31	100	70.93049349537101
31	80	99	100	25.988138394663984
99	100	31	80	25.988138394663984
32	310	33	265	34.097247610890875
33	265	32	310	34.097247610890875
32	105	34	240	70.3769204382666
34	240	32	105	70.3769204382666
32	185	35	205	96.41626854143408
35	205	32	185	96.41626854143408
32	270	36	315	96.03825177440756
36	315	32	270	96.03825177440756
32	265	37	45	112.30141940736296
37	45	32	265	112.30141940736296
32	265	38	260	71.62888541148479
38	260	32	265	71.62888541148479
32	240	39	25	29.099753765591146
39	25	32	240	29.099753765591146
32	275	40	15	100.00992715858291
40	15	32	275	100.00992715858291
32	280	41	45	89.48506496984096
41	45	32	280	89.48506496984096
32	115	42	230	26.145395588315754
42	230	32	115	26.145395588315754
32	35	43	225	123.6759607666213
43	225	32	35	123.6759607666213
32	85	44	65	76.86277017781362
44	65	32	85	76.86277017781362
32	270	45	130	25.407642480120316
45	130	32	270	25.407642480120316
32	285	46	255	72.3980915931685
46	255	32	285	72.3980915931685
32	10	47	75	77.88485770533423
47	75	32	10	77.88485770533423
32	230	48	40	154.04747849389415
48	40	32	230	154.04747849389415
32	85	49	215	72.41735063677847
49	215	32	85	72.41735063677847
32	100	50	45	62.25096461961132
50	45	32	100	62.25096461961132
32	15	51	0	79.66670875586156
51	0	32	15	79.66670875586156
32	330	52	250	33.01287725773197
52	250	32	330	33.01287725773197
32	240	53	225	217.3691485109683
53	225	32	240	217.3691485109683
32	215	54	105	155.26917442662372
54	105	32	215	155.26917442662372
32	285	55	245	77.23084565642031
55	245	32	285	77.23084565642031
32	185	56	335	38.92883441494434
56	335	32	185	38.92883441494434
32	85	57	95	80.82983379139054
57	95	32	85	80.82983379139054
32	105	58	115	78.57873520827823
58	115	32	105	78.57873520827823
32	285	59	300	88.28418213587123
59	300	32	285	88.28418213587123
32	245	60	95	158.01427340906156
60	95	32	245	158.01427340906156
32	125	61	100	45.045037389674725
61	100	32	125	45.045037389674725
32	265	62	320	84.88585512272826
62	320	32	265	84.88585512272826
32	60	63	275	87.89907390762656
63	275	32	60	87.89907390762656
32	65	64	310	154.0667035575271
64	310	32	65	154.0667035575271
32	105	65	65	60.34109875812244
65	65	32	105	60.34109875812244
32	235	66	180	41.569497734622395
66	180	32	235	41.569497734622395
32	280	67	95	86.01039555223134
67	95	32	280	86.01039555223134
32	280	68	25	82.21759069414959
68	25	32	280	82.21759069414959
32	90	69	130	90.53748503268635
69	130	32	90	90.53748503268635
32	55	70	125	234.11869138844702
70	125	32	55	234.11869138844702
32	190	71	35	55.54626461014173
71	35	32	190	55.54626461014173
32	130	72	105	50.096170479288645
72	105	32	130	50.096170479288645
32	25	73	215	175.77033396917088
73	215	32	25	175.77033396917088
32	240	74	65	49.605273778578336
74	65	32	240	49.605273778578336
32	245	75	115	175.77252038722708
75	115	32	245	175.77252038722708
32	65	76	345	54.35481465620563
76	345	32	65	54.35481465620563
32	270	77	240	44.54809562070742
77	240	32	270	44.54809562070742
32	270	78	285	74.75793584645112
78	285	32	270	74.75793584645112
32	285	79	195	43.25799644104088
79	195	32	285	43.25799644104088
32	270	80	120	77.98829440824855
80	120	32	270	77.98829440824855
32	285	81	80	64.48219108023413
81	80	32	285	64.48219108023413
32	270	82	105	81.96221056100062
82	105	32	270	81.96221056100062
32	100	83	135	90.32727905820701
83	135	32	100	90.32727905820701
32	265	84	105	86.80446273901046
84	105	32	265	86.80446273901046
32	235	85	5	281.7933634016954
85	5	32	235	281.7933634016954
32	95	86	35	29.23048202308044
86	35	32	95	29.23048202308044
32	255	87	120	23.759071313079765
87	120	32	255	23.759071313079765
32	100	88	270	69.22037477076962
88	270	32	100	69.22037477076962
32	125	89	60	64.4597100532381
89	60	32	125	64.4597100532381
32	265	90	280	72.11890914910465
90	280	32	265	72.11890914910465
32	240	91	320	174.1648959956878
91	320	32	240	174.1648959956878
32	65	92	310	175.69927196356647
92	310	32	65	175.69927196356647
32	240	93	225	74.78890051946567
93	225	32	240	74.78890051946567
32	280	94	15	83.5477303220487
94	15	32	280	83.5477303220487
32	105	95	275	55.23915306898489
95	275	32	105	55.23915306898489
32	110	96	270	28.941290093610178
96	270	32	110	28.941290093610178
32	55	97	115	26.98187264230235
97	115	32	55	26.98187264230235
32	130	98	270	20.44798711302577
98	270	32	130	20.44798711302577
32	280	99	265	73.17195824049296
99	265	32	280	73.17195824049296
33	80	34	235	94.6180795020678
34	235	33	80	94.6180795020678
33	75	35	135	120.1407282594896
35	135	33	75	120.1407282594896
33	255	36	335	119.90529728347263
36	335	33	255	119.90529728347263
33	145	37	175	136.62105567548576
37	175	33	145	136.62105567548576
33	140	38	225	95.4337237353764
38	225	33	140	95.4337237353764
33	325	39	120	29.487903877516676
39	120	33	325	29.487903877516676
33	255	40	5	122.17480724050046
40	5	33	255	122.17480724050046
33	255	41	230	113.17457066733948
41	230	33	255	113.17457066733948
33	250	42	5	32.9753004836271
42	5	33	250	32.9753004836271
33	325	43	140	147.91866350930871
43	140	33	325	147.91866350930871
33	240	44	245	99.58383975792462
44	245	33	240	99.58383975792462
33	45	45	275	35.46132482683128
45	275	33	45	35.46132482683128
33	80	46	90	91.73618994558399
46	90	33	80	91.73618994558399
33	145	47	210	95.0155543160545
47	210	33	145	95.0155543160545
33	60	48	325	175.73443100333347
48	325	33	60	175.73443100333347
33	325	49	210	91.80476908017913
49	210	33	325	91.80476908017913
33	75	50	55	83.73836157720338
50	55	33	75	83.73836157720338
33	255	51	145	103.45485644000824
51	145	33	255	103.45485644000824
33	145	52	195	21.67196017055877
52	195	33	145	21.67196017055877
33	55	53	190	238.22767928722567
53	190	33	55	238.22767928722567
33	240	54	120	179.3021742581904
54	120	33	240	179.3021742581904
33	75	55	65	95.61521077116406
55	65	33	75	95.61521077116406
33	345	56	350	29.96350172566023
56	350	33	345	29.96350172566023
33	255	57	295	96.61893736005935
57	295	33	255	96.61893736005935
33	75	58	115	99.76404691618914
58	115	33	75	99.76404691618914
33	325	59	100	111.24228772297178
59	100	33	325	111.24228772297178
33	60	60	310	178.21653320406335
60	310	33	60	178.21653320406335
33	45	61	60	27.348819869213884
61	60	33	45	27.348819869213884
33	75	62	25	108.78245614423494
62	25	33	75	108.78245614423494
33	145	63	85	107.52224009171941
63	85	33	145	107.52224009171941
33	240	64	140	176.11391649183906
64	140	33	240	176.11391649183906
33	260	65	260	84.50001055285976
65	260	33	260	84.50001055285976
33	5	66	40	30.734775930719614
66	40	33	5	30.734775930719614
33	80	67	95	110.2842201152174
67	95	33	80	110.2842201152174
33	325	68	285	103.17846691053543
68	285	33	325	103.17846691053543
33	75	69	145	116.10526937193818
69	145	33	75	116.10526937193818
33	220	70	305	256.6912415089251
70	305	33	220	256.6912415089251
33	20	71	0	21.472899732246987
71	0	33	20	21.472899732246987
33	230	72	245	23.7656790893721
72	245	33	230	23.7656790893721
33	215	73	315	193.7076098365403
73	315	33	215	193.7076098365403
33	320	74	265	42.179591795989644
74	265	33	320	42.179591795989644
33	220	75	115	193.64535167273257
75	115	33	220	193.64535167273257
33	145	76	305	40.95657562238832
76	305	33	145	40.95657562238832
33	325	77	55	34.91206645866098
77	55	33	325	34.91206645866098
33	330	78	205	98.42105109088071
78	205	33	330	98.42105109088071
33	75	79	160	47.098053642689095
79	160	33	75	47.098053642689095
33	150	80	215	100.6431952908931
80	215	33	150	100.6431952908931
33	260	81	95	86.16280003271692
81	95	33	260	86.16280003271692
33	60	82	265	105.49577477431312
82	265	33	60	105.49577477431312
33	75	83	335	113.72602743169645
83	335	33	75	113.72602743169645
33	75	84	285	105.44757008586754
84	285	33	75	105.44757008586754
33	215	85	330	297.89836903494137
85	330	33	215	297.89836903494137
33	230	86	170	28.538471166592828
86	170	33	230	28.538471166592828
33	285	87	5	28.93022702088234
87	5	33	285	28.93022702088234
33	135	88	220	91.89328951120088
88	220	33	135	91.89328951120088
33	260	89	235	86.97631011738207
89	235	33	260	86.97631011738207
33	330	90	55	90.1869511756186
90	55	33	330	90.1869511756186
33	40	91	140	192.0072752112618
91	140	33	40	192.0072752112618
33	220	92	130	192.9763592291615
92	130	33	220	192.9763592291615
33	145	93	220	98.26130651961779
93	220	33	145	98.26130651961779
33	255	94	225	106.25161176480695
94	225	33	255	106.25161176480695
33	260	95	255	73.02019333312735
95	255	33	260	73.02019333312735
33	190	96	325	30.513083334307638
96	325	33	190	30.513083334307638
33	100	97	15	39.09257450223754
97	15	33	100	39.09257450223754
33	280	98	90	34.67174874986805
98	90	33	280	34.67174874986805
33	260	99	260	96.09866060885284
99	260	33	260	96.09866060885284
34	120	35	150	34.76315974233133
35	150	34	120	34.76315974233133
34	270	36	340	33.06508936213725
36	340	34	270	33.06508936213725
34	85	37	355	63.45023427655016
37	355	34	85	63.45023427655016
34	330	38	205	15.720547708806524
38	205	34	330	15.720547708806524
34	270	39	310	92.22863756579899
39	310	34	270	92.22863756579899
34	260	40	15	39.44171266833864
40	15	34	260	39.44171266833864
34	80	41	225	27.53175962135332
41	225	34	80	27.53175962135332
34	50	42	200	70.06883633155114
42	200	34	50	70.06883633155114
34	120	43	160	60.33883758127458
43	160	34	120	60.33883758127458
34	130	44	0	13.395414402691067
44	0	34	130	13.395414402691067
34	55	45	130	76.46769994295092
45	130	34	55	76.46769994295092
34	250	46	85	15.46547973835196
46	85	34	250	15.46547973835196
34	330	47	190	21.16978255970478
47	190	34	330	21.16978255970478
34	300	48	175	93.4687917936417
48	175	34	300	93.4687917936417
34	325	49	5	21.056784726942443
49	5	34	325	21.056784726942443
34	225	50	220	19.374240260947733
50	220	34	225	19.374240260947733
34	270	51	135	22.45838468675995
51	135	34	270	22.45838468675995
34	95	52	55	95.63297523614277
52	55	34	95	95.63297523614277
34	285	53	335	167.18216314378486
53	335	34	285	167.18216314378486
34	350	54	155	95.98834612502661
54	155	34	350	95.98834612502661
34	160	55	325	9.869739325038138
55	325	34	160	9.869739325038138
34	60	56	320	104.00119604432372
56	320	34	60	104.00119604432372
34	130	57	5	19.028450777222016
57	5	34	130	19.028450777222016
34	325	58	190	23.477947534626335
58	190	34	325	23.477947534626335
34	265	59	135	24.156706102325433
59	135	34	265	24.156706102325433
34	110	60	350	99.17768455270185
60	350	34	110	99.17768455270185
34	85	61	100	103.06122474014911
61	100	34	85	103.06122474014911
34	80	62	15	21.07044922545003
62	15	34	80	21.07044922545003
34	300	63	35	25.06326602337208
63	35	34	300	25.06326602337208
34	300	64	165	93.83142707244616
64	165	34	300	93.83142707244616
34	255	65	250	22.230586057248466
65	250	34	255	22.230586057248466
34	270	66	335	102.88364358610556
66	335	34	270	102.88364358610556
34	205	67	120	24.922493141323358
67	120	34	205	24.922493141323358
34	260	68	25	22.20320290266234
68	25	34	260	22.20320290266234
34	295	69	5	33.583165690627716
69	5	34	295	33.583165690627716
34	235	70	135	198.7521006776184
70	135	34	235	198.7521006776184
34	190	71	295	94.36011276438308
71	295	34	190	94.36011276438308
34	45	72	285	101.67578283177164
72	285	34	45	101.67578283177164
34	285	73	340	116.01124111807914
73	340	34	285	116.01124111807914
34	85	74	95	114.55716308911767
74	95	34	85	114.55716308911767
34	195	75	135	118.78288961741899
75	135	34	195	118.78288961741899
34	150	76	80	115.88371794313501
76	80	34	150	115.88371794313501
34	240	77	240	107.24517699585707
77	240	34	240	107.24517699585707
34	330	78	335	26.23499817543402
78	335	34	330	26.23499817543402
34	90	79	355	58.327244448790545
79	355	34	90	58.327244448790545
34	60	80	130	26.157542588086425
80	130	34	60	26.157542588086425
34	260	81	85	15.935063683908774
81	85	34	260	15.935063683908774
34	255	82	315	20.55975661238745
82	315	34	255	20.55975661238745
34	80	83	330	25.62591605809851
83	330	34	80	25.62591605809851
34	205	84	300	21.65993480774158
84	300	34	205	21.65993480774158
34	230	85	355	244.5887242735222
85	355	34	230	244.5887242735222
34	255	86	215	73.77543945156201
86	215	34	255	73.77543945156201
34	270	87	150	84.66985367187715
87	150	34	270	84.66985367187715
34	20	88	210	23.00204361580246
88	210	34	20	23.00204361580246
34	235	89	235	21.832152943756643
89	235	34	235	21.832152943756643
34	50	90	140	23.49256830185484
90	140	34	50	23.49256830185484
34	290	91	345	114.46321743536531
91	345	34	290	114.46321743536531
34	105	92	335	116.66504712723234
92	335	34	105	116.66504712723234
34	325	93	195	24.963134129046747
93	195	34	325	24.963134129046747
34	270	94	225	22.868073775558724
94	225	34	270	22.868073775558724
34	260	95	75	33.40580036606834
95	75	34	260	33.40580036606834
34	90	96	35	92.5537184591269
96	35	34	90	92.5537184591269
34	95	97	130	74.56739676366752
97	130	34	95	74.56739676366752
34	105	98	345	75.33059186799987
98	345	34	105	75.33059186799987
34	70	99	255	20.112778171797505
99	255	34	70	20.112778171797505
35	140	36	160	26.806715100106032
36	160	35	140	26.806715100106032
35	130	37	0	30.498938161464864
37	0	35	130	30.498938161464864
35	315	38	300	39.26490547615291
38	300	35	315	39.26490547615291
35	40	39	35	114.00721808155886
39	35	35	40	114.00721808155886
35	125	40	115	34.67298286437383
40	115	35	125	34.67298286437383
35	135	41	240	32.33896736123598
41	240	35	135	32.33896736123598
35	290	42	320	95.25926770971489
42	320	35	290	95.25926770971489
35	65	43	65	28.986899999861514
43	65	35	65	28.986899999861514
35	155	44	350	33.35260210266461
44	350	35	155	33.35260210266461
35	130	45	305	97.59448131307514
45	305	35	130	97.59448131307514
35	165	46	315	38.184705204724374
46	315	35	165	38.184705204724374
35	0	47	305	35.899916308097744
47	305	35	0	35.899916308097744
35	90	48	105	63.522082101759686
48	105	35	90	63.522082101759686
35	190	49	110	38.538668636109605
49	110	35	190	38.538668636109605
35	175	50	200	48.416375277530165
50	200	35	175	48.416375277530165
35	325	51	120	26.086884044864913
51	120	35	325	26.086884044864913
35	40	52	150	118.85970439173144
52	150	35	40	118.85970439173144
35	290	53	245	129.83938291485268
53	245	35	290	129.83938291485268
35	85	54	270	61.90156959230709
54	270	35	85	61.90156959230709
35	160	55	0	33.54075186031899
55	0	35	160	33.54075186031899
35	305	56	235	127.83399335595874
56	235	35	305	127.83399335595874
35	5	57	300	39.597999204373004
57	300	35	5	39.597999204373004
35	315	58	295	41.43617119614296
58	295	35	315	41.43617119614296
35	320	59	140	32.97039327762429
59	140	35	320	32.97039327762429
35	310	60	215	71.80009761017037
60	215	35	310	71.80009761017037
35	320	61	265	131.42995290730494
61	265	35	320	131.42995290730494
35	315	62	205	34.27162648872035
62	205	35	315	34.27162648872035
35	305	63	320	30.90937447049844
63	320	35	305	30.90937447049844
35	240	64	65	64.37467887620936
64	65	35	240	64.37467887620936
35	335	65	200	53.97915466287346
65	200	35	335	53.97915466287346
35	220	66	10	128.1985121963363
66	10	35	220	128.1985121963363
35	160	67	140	24.192340677188948
67	140	35	160	24.192340677188948
35	135	68	220	25.349891097017952
68	220	35	135	25.349891097017952
35	140	69	150	28.856082552475524
69	150	35	140	28.856082552475524
35	95	70	100	140.99235268142522
70	100	35	95	140.99235268142522
35	100	71	25	120.29604389756393
71	25	35	100	120.29604389756393
35	140	72	100	127.60357085838952
72	100	35	140	127.60357085838952
35	245	73	230	80.00355773402423
73	230	35	245	80.00355773402423
35	275	74	35	139.5426309244258
74	35	35	275	139.5426309244258
35	70	75	210	80.24488649961947
75	210	35	70	80.24488649961947
35	290	76	185	139.87722879577873
76	185	35	290	139.87722879577873
35	310	77	230	130.27400442998896
77	230	35	310	130.27400442998896
35	125	78	60	37.40994990804596
78	60	35	125	37.40994990804596
35	315	79	335	84.40626248335737
79	335	35	315	84.40626248335737
35	140	80	315	41.67133651336036
80	315	35	140	41.67133651336036
35	175	81	305	44.93067267717256
81	305	35	175	44.93067267717256
35	320	82	330	26.254293917491722
82	330	35	320	26.254293917491722
35	320	83	160	29.181643687569952
83	160	35	320	29.181643687569952
35	160	84	140	27.765499927321134
84	140	35	160	27.765499927321134
35	95	85	155	190.39736267649275
85	155	35	95	190.39736267649275
35	135	86	30	98.45642770015647
86	30	35	135	98.45642770015647
35	45	87	100	107.61335884833464
87	100	35	45	107.61335884833464
35	185	88	30	37.84065928627189
88	30	35	185	37.84065928627189
35	355	89	30	46.695512785694326
89	30	35	355	46.695512785694326
35	190	90	320	43.13628878835476
90	320	35	190	43.13628878835476
35	280	91	305	79.28350731496498
91	305	35	280	79.28350731496498
35	245	92	45	79.18635668744089
92	45	35	245	79.18635668744089
35	350	93	320	32.93855249738727
93	320	35	350	32.93855249738727
35	315	94	225	34.36929410453057
94	225	35	315	34.36929410453057
35	190	95	55	59.287060400088045
95	55	35	190	59.287060400088045
35	295	96	300	114.64215445022833
96	300	35	295	114.64215445022833
35	275	97	285	95.85945393107771
97	285	35	275	95.85945393107771
35	320	98	175	105.62729512301559
98	175	35	320	105.62729512301559
35	315	99	295	36.02942926460239
99	295	35	315	36.02942926460239
36	290	37	335	36.492094470471876
37	335	36	290	36.492094470471876
36	155	38	115	40.68492973239249
38	115	36	155	40.68492973239249
36	25	39	195	116.82396708585573
39	195	36	25	116.82396708585573
36	305	40	35	14.945906004735141
40	35	36	305	14.945906004735141
36	30	41	105	14.34767380991254
41	105	36	30	14.34767380991254
36	325	42	200	98.83828989291952
42	200	36	325	98.83828989291952
36	180	43	20	41.093702045467495
43	20	36	180	41.093702045467495
36	335	44	135	28.68372649919689
44	135	36	335	28.68372649919689
36	135	45	315	98.97162680164149
45	315	36	135	98.97162680164149
36	340	46	100	38.01089207449417
46	100	36	340	38.01089207449417
36	230	47	60	41.882015516192546
47	60	36	230	41.882015516192546
36	75	48	120	63.47183816168157
48	120	36	75	63.47183816168157
36	15	49	85	42.65342941553348
49	85	36	15	42.65342941553348
36	330	50	265	47.45087212172322
50	265	36	330	47.45087212172322
36	75	51	195	30.330976760214853
51	195	36	75	30.330976760214853
36	250	52	135	120.03337430440861
52	135	36	250	120.03337430440861
36	85	53	40	127.69140593659611
53	40	36	85	127.69140593659611
36	240	54	105	66.69219602050508
54	105	36	240	66.69219602050508
36	355	55	90	31.078237764387772
55	90	36	355	31.078237764387772
36	135	56	325	128.8869963447013
56	325	36	135	128.8869963447013
36	285	57	265	38.55862056557416
57	265	36	285	38.55862056557416
36	265	58	75	36.041257708376484
58	75	36	265	36.041257708376484
36	155	59	320	14.760045186805664
59	320	36	155	14.760045186805664
36	85	60	270	70.37136029930912
60	270	36	85	70.37136029930912
36	155	61	95	130.5712344368747
61	95	36	155	130.5712344368747
36	330	62	195	19.156617589152056
62	195	36	330	19.156617589152056
36	235	63	295	29.724743523483014
63	295	36	235	29.724743523483014
36	0	64	15	68.40120007276087
64	15	36	0	68.40120007276087
36	325	65	260	46.06096726288636
65	260	36	325	46.06096726288636
36	155	66	160	128.37817520453393
66	160	36	155	128.37817520453393
36	135	67	90	29.245710860264534
67	90	36	135	29.245710860264534
36	155	68	0	25.694715967951378
68	0	36	155	25.694715967951378
36	245	69	250	17.58125133641757
69	250	36	245	17.58125133641757
36	85	70	140	144.3622834779895
70	140	36	85	144.3622834779895
36	340	71	110	124.20617298425012
71	110	36	340	124.20617298425012
36	165	72	290	127.94368584561659
72	290	36	165	127.94368584561659
36	0	73	10	87.46308942103938
73	10	36	0	87.46308942103938
36	130	74	265	140.28177503082128
74	265	36	130	140.28177503082128
36	75	75	285	86.51014561126945
75	285	36	75	86.51014561126945
36	155	76	65	143.4601856114353
76	65	36	155	143.4601856114353
36	145	77	45	129.53741580403587
77	45	36	145	129.53741580403587
36	155	78	120	31.877005178038047
78	120	36	155	31.877005178038047
36	160	79	350	82.86287220305711
79	350	36	160	82.86287220305711
36	155	80	315	30.395276811099368
80	315	36	155	30.395276811099368
36	160	81	275	40.7209125606068
81	275	36	160	40.7209125606068
36	160	82	155	24.57772132136004
82	155	36	160	24.57772132136004
36	160	83	340	13.06695812953033
83	340	36	160	13.06695812953033
36	235	84	230	24.027428745648788
84	230	36	235	24.027428745648788
36	85	85	160	191.44642442520743
85	160	36	85	191.44642442520743
36	145	86	35	98.84177806131618
86	35	36	145	98.84177806131618
36	205	87	120	107.89071988723438
87	120	36	205	107.89071988723438
36	325	88	235	36.759697259536495
88	235	36	325	36.759697259536495
36	325	89	255	43.97069642037959
89	255	36	325	43.97069642037959
36	160	90	130	43.322961735548716
90	130	36	160	43.322961735548716
36	190	91	10	85.84670304620633
91	10	36	190	85.84670304620633
36	255	92	125	85.68847447895887
92	125	36	255	85.68847447895887
36	110	93	95	39.20199427758159
93	95	36	110	39.20199427758159
36	145	94	30	17.171991141589146
94	30	36	145	17.171991141589146
36	310	95	250	54.12795195416044
95	250	36	310	54.12795195416044
36	295	96	190	117.57565540601176
96	190	36	295	117.57565540601176
36	75	97	110	102.13704492493056
97	110	36	75	102.13704492493056
36	160	98	330	105.48429994669984
98	330	36	160	105.48429994669984
36	335	99	285	36.58642187507753
99	285	36	335	36.58642187507753
37	80	38	85	45.92318708075201
38	85	37	80	45.92318708075201
37	45	39	15	133.3065380034842
39	15	37	45	133.3065380034842
37	335	40	55	22.417411330259622
40	55	37	335	22.417411330259622
37	75	41	345	31.214194991127982
41	345	37	75	31.214194991127982
37	185	42	80	115.74889592578927
42	80	37	185	115.74889592578927
37	340	43	205	30.087940008740738
43	205	37	340	30.087940008740738
37	175	44	275	45.367358381144165
44	275	37	175	45.367358381144165
37	5	45	310	113.73356681354038
45	310	37	5	113.73356681354038
37	350	46	280	68.32270590120102
46	280	37	350	68.32270590120102
37	55	47	75	56.11660414052355
47	75	37	55	56.11660414052355
37	160	48	25	47.37405527482166
48	25	37	160	47.37405527482166
37	280	49	45	50.21884612755044
49	45	37	280	50.21884612755044
37	15	50	75	68.43216838083224
50	75	37	15	68.43216838083224
37	70	51	255	37.11943300817256
51	255	37	70	37.11943300817256
37	185	52	195	140.7742365978616
52	195	37	185	140.7742365978616
37	255	53	30	113.18790698947349
53	30	37	255	113.18790698947349
37	355	54	355	56.11026434225019
54	355	37	355	56.11026434225019
37	170	55	255	59.99015334441164
55	255	37	170	59.99015334441164
37	355	56	55	145.7606696173999
56	55	37	355	145.7606696173999
37	235	57	80	50.8786353741656
57	80	37	235	50.8786353741656
37	265	58	270	42.444424222016934
58	270	37	265	42.444424222016934
37	155	59	275	33.26484616455069
59	275	37	155	33.26484616455069
37	95	60	55	52.564437842470156
60	55	37	95	52.564437842470156
37	185	61	260	150.49065707915864
61	260	37	185	150.49065707915864
37	155	62	330	35.33319282794661
62	330	37	155	35.33319282794661
37	335	63	155	39.980311414845325
63	155	37	335	39.980311414845325
37	175	64	205	53.68083573146666
64	205	37	175	53.68083573146666
37	200	65	255	71.70220168057878
65	255	37	200	71.70220168057878
37	95	66	355	144.6709285967205
66	355	37	95	144.6709285967205
37	15	67	80	38.870751046630645
67	80	37	15	38.870751046630645
37	185	68	115	38.01135617908028
68	115	37	185	38.01135617908028
37	175	69	30	30.695280069431533
69	30	37	175	30.695280069431533
37	255	70	135	134.47095193740134
70	135	37	255	134.47095193740134
37	105	71	45	142.5127805067355
71	45	37	105	142.5127805067355
37	5	72	85	149.87791507454796
72	85	37	5	149.87791507454796
37	320	73	195	70.67736972399216
73	195	37	320	70.67736972399216
37	355	74	260	156.51152178789414
74	260	37	355	156.51152178789414
37	175	75	125	71.05996556715853
75	125	37	175	71.05996556715853
37	5	76	60	160.94420970370476
76	60	37	5	160.94420970370476
37	0	77	45	146.66545976173512
77	45	37	0	146.66545976173512
37	65	78	235	46.25791539100198
78	235	37	65	46.25791539100198
37	65	79	235	97.64340977897746
79	235	37	65	97.64340977897746
37	260	80	265	45.33720474497611
80	265	37	260	45.33720474497611
37	175	81	85	69.87423478050803
81	85	37	175	69.87423478050803
37	175	82	70	40.86923145528787
82	70	37	175	40.86923145528787
37	155	83	295	36.2819745810072
83	295	37	155	36.2819745810072
37	350	84	200	42.54631415249429
84	200	37	350	42.54631415249429
37	70	85	175	183.1442868652787
85	175	37	70	183.1442868652787
37	340	86	225	119.55503903058406
86	225	37	340	119.55503903058406
37	235	87	300	125.34627340617347
87	300	37	235	125.34627340617347
37	180	88	240	56.30246927301769
88	240	37	180	56.30246927301769
37	195	89	255	70.6296549468201
89	255	37	195	70.6296549468201
37	245	90	270	51.331050697354
90	270	37	245	51.331050697354
37	140	91	20	67.94820540081241
91	20	37	140	67.94820540081241
37	325	92	10	71.7812223496136
92	10	37	325	71.7812223496136
37	65	93	80	52.75333095596505
93	80	37	65	52.75333095596505
37	75	94	150	37.06578921677561
94	150	37	75	37.06578921677561
37	10	95	60	72.72035875226123
95	60	37	10	72.72035875226123
37	225	96	105	133.2212882238349
96	105	37	225	133.2212882238349
37	170	97	300	117.01499135290659
97	300	37	170	117.01499135290659
37	155	98	140	127.88255065751542
98	140	37	155	127.88255065751542
37	155	99	310	50.77900432270207
99	310	37	155	50.77900432270207
38	240	39	15	91.36952861824159
39	15	38	240	91.36952861824159
38	95	40	60	37.40966472098114
40	60	38	95	37.40966472098114
38	115	41	235	30.842960808615295
41	235	38	115	30.842960808615295
38	45	42	250	74.12274640208396
42	250	38	45	74.12274640208396
38	335	43	165	63.51494967119544
43	165	38	335	63.51494967119544
38	205	44	185	23.96566934925737
44	185	38	205	23.96566934925737
38	80	45	310	74.99339904087364
45	310	38	80	74.99339904087364
38	10	46	340	19.322411310542943
46	340	38	10	19.322411310542943
38	350	47	350	15.354714764046708
47	350	38	350	15.354714764046708
38	75	48	130	92.66883784969698
48	130	38	75	92.66883784969698
38	345	49	155	17.28103928251508
49	155	38	345	17.28103928251508
38	335	50	115	26.948277000064007
50	115	38	335	26.948277000064007
38	255	51	80	21.580770515539594
51	80	38	255	21.580770515539594
38	225	52	255	98.61665272124051
52	255	38	225	98.61665272124051
38	80	53	205	156.41049797377752
53	205	38	80	156.41049797377752
38	275	54	175	93.35145839766145
54	175	38	275	93.35145839766145
38	25	55	320	14.088740367938554
55	320	38	25	14.088740367938554
38	60	56	60	103.602215210372
56	60	38	60	103.602215210372
38	325	57	325	17.433467001432344
57	325	38	325	17.433467001432344
38	335	58	330	15.870254511511051
58	330	38	335	15.870254511511051
38	90	59	85	30.743181285646312
59	85	38	90	30.743181285646312
38	260	60	230	94.37836018300972
60	230	38	260	94.37836018300972
38	205	61	160	107.59221865886433
61	160	38	205	107.59221865886433
38	70	62	130	25.101024236119127
62	130	38	70	25.101024236119127
38	135	63	15	16.65070489687554
63	15	38	135	16.65070489687554
38	95	64	20	94.8483069580248
64	20	38	95	94.8483069580248
38	305	65	230	29.351607377986188
65	230	38	305	29.351607377986188
38	85	66	350	102.85730548560932
66	350	38	85	102.85730548560932
38	310	67	290	20.335148751981933
67	290	38	310	20.335148751981933
38	120	68	140	21.303335458619614
68	140	38	120	21.303335458619614
38	300	69	130	31.914622955134416
69	130	38	300	31.914622955134416
