projection_1	angle_1	projection_2	angle_2	score
68	60	12	170	76.50656871742873
12	220	69	280	69.12216004935834
69	280	12	220	69.12216004935834
12	220	70	310	90.38132798142686
70	310	12	220	90.38132798142686
12	340	71	295	178.40132310654366
71	295	12	340	178.40132310654366
12	305	72	80	184.1792385425426
72	80	12	305	184.1792385425426
12	330	73	160	33.67015456196975
73	160	12	330	33.67015456196975
12	25	74	255	196.79619334345918
74	255	12	25	196.79619334345918
12	330	75	315	28.366648647242567
75	315	12	330	28.366648647242567
12	30	76	345	199.33486348794082
76	345	12	30	199.33486348794082
12	355	77	45	187.47165758534587
77	45	12	355	187.47165758534587
12	35	78	55	84.91104515384914
78	55	12	35	84.91104515384914
12	70	79	240	137.82143120895012
79	240	12	70	137.82143120895012
12	250	80	250	83.57529596112776
80	250	12	250	83.57529596112776
12	305	81	95	103.85835365578016
81	95	12	305	103.85835365578016
12	150	82	5	77.8960390312934
82	5	12	150	77.8960390312934
12	70	83	90	70.11872608370327
83	90	12	70	70.11872608370327
12	165	84	10	79.45748650411636
84	10	12	165	79.45748650411636
12	215	85	355	140.24934811172375
85	355	12	215	140.24934811172375
12	155	86	195	155.60360483162398
86	195	12	155	155.60360483162398
12	40	87	295	164.97643207051567
87	295	12	40	164.97643207051567
12	175	88	240	97.72757983876987
88	240	12	175	97.72757983876987
12	135	89	45	108.97038461828551
89	45	12	135	108.97038461828551
12	85	90	90	92.03006235651881
90	90	12	85	92.03006235651881
12	310	91	340	28.868126854208988
91	340	12	310	28.868126854208988
12	310	92	150	29.76292075187525
92	150	12	310	29.76292075187525
12	260	93	260	87.27907163031246
93	260	12	260	87.27907163031246
12	70	94	135	75.7389732983213
94	135	12	70	75.7389732983213
12	105	95	240	109.66448121887127
95	240	12	105	109.66448121887127
12	75	96	290	174.320001139736
96	290	12	75	174.320001139736
12	215	97	295	155.16881841363406
97	295	12	215	155.16881841363406
12	340	98	350	163.9812447932312
98	350	12	340	163.9812447932312
12	185	99	310	90.56228910210909
99	310	12	185	90.56228910210909
13	325	14	335	23.078275171088777
14	335	13	325	23.078275171088777
13	125	15	310	49.343226418898304
15	310	13	125	49.343226418898304
13	250	16	185	75.83137135258941
16	185	13	250	75.83137135258941
13	300	17	280	17.822822929466824
17	280	13	300	17.822822929466824
13	75	18	185	40.80639608902138
18	185	13	75	40.80639608902138
13	135	19	20	31.58787119463996
19	20	13	135	31.58787119463996
13	65	20	325	111.64099509390738
20	325	13	65	111.64099509390738
13	230	21	230	94.71553155488412
21	230	13	230	94.71553155488412
13	135	22	320	65.41585634545679
22	320	13	135	65.41585634545679
13	210	23	325	38.73613453540945
23	325	13	210	38.73613453540945
13	135	24	140	71.39341617649714
24	140	13	135	71.39341617649714
13	125	25	155	96.10293426460663
25	155	13	125	96.10293426460663
13	90	26	115	30.24942464774463
26	115	13	90	30.24942464774463
13	285	27	200	34.52331280426551
27	200	13	285	34.52331280426551
13	135	28	340	95.24659333030435
28	340	13	135	95.24659333030435
13	90	29	10	77.4825550654189
29	10	13	90	77.4825550654189
13	250	30	105	74.55620762273446
30	105	13	250	74.55620762273446
13	330	31	315	12.597487516282268
31	315	13	330	12.597487516282268
13	245	32	95	65.55844297217719
32	95	13	245	65.55844297217719
13	280	33	260	89.61585973606978
33	260	13	280	89.61585973606978
13	40	34	20	15.957386135075824
34	20	13	40	15.957386135075824
13	40	35	5	44.011059013152384
35	5	13	40	44.011059013152384
13	95	36	135	40.81281879885358
36	135	13	95	40.81281879885358
13	255	37	35	61.18689984148137
37	35	13	255	61.18689984148137
13	160	38	0	20.130387947605282
38	0	13	160	20.130387947605282
13	260	39	10	85.24869354214674
39	10	13	260	85.24869354214674
13	95	40	205	43.50925209429295
40	205	13	95	43.50925209429295
13	275	41	30	35.78702332080374
41	30	13	275	35.78702332080374
13	70	42	200	66.37126891729653
42	200	13	70	66.37126891729653
13	125	43	155	72.01998053295513
43	155	13	125	72.01998053295513
13	265	44	110	23.55596681032949
44	110	13	265	23.55596681032949
13	250	45	135	64.95562698724855
45	135	13	250	64.95562698724855
13	180	46	350	14.763467687603278
46	350	13	180	14.763467687603278
13	340	47	175	27.563381413060895
47	175	13	340	27.563381413060895
13	250	48	195	101.65523531797277
48	195	13	250	101.65523531797277
13	150	49	160	20.632704213359244
49	160	13	150	20.632704213359244
13	90	50	65	13.690254963678868
50	65	13	90	13.690254963678868
13	70	51	270	26.58409109733264
51	270	13	70	26.58409109733264
13	125	52	60	95.40916643980295
52	60	13	125	95.40916643980295
13	250	53	10	170.93834954757025
53	10	13	250	170.93834954757025
13	125	54	310	104.46087650599787
54	310	13	125	104.46087650599787
13	20	55	165	17.864695632844004
55	165	13	20	17.864695632844004
13	245	56	320	96.34199370802568
56	320	13	245	96.34199370802568
13	225	57	125	21.24335519871807
57	125	13	225	21.24335519871807
13	230	58	125	23.84065902509157
58	125	13	230	23.84065902509157
13	95	59	300	31.847562376074674
59	300	13	95	31.847562376074674
13	65	60	310	105.5920428037512
60	310	13	65	105.5920428037512
13	285	61	280	98.26911155261628
61	280	13	285	98.26911155261628
13	95	62	0	30.1776809901237
62	0	13	95	30.1776809901237
13	125	63	210	33.807820657659995
63	210	13	125	33.807820657659995
13	125	64	340	105.93891652028671
64	340	13	125	105.93891652028671
13	105	65	85	16.18110460801047
65	85	13	105	16.18110460801047
13	75	66	345	96.31654468472757
66	345	13	75	96.31654468472757
13	275	67	275	28.426735846619717
67	275	13	275	28.426735846619717
13	240	68	335	27.976618936184295
68	335	13	240	27.976618936184295
13	300	69	330	34.76897567007654
69	330	13	300	34.76897567007654
13	250	70	135	195.50828642917236
70	135	13	250	195.50828642917236
13	35	71	115	89.10818414684158
71	115	13	35	89.10818414684158
13	65	72	285	96.41600123424017
72	285	13	65	96.41600123424017
13	250	73	15	123.66555532811402
73	15	13	250	123.66555532811402
13	75	74	265	107.55291532150638
74	265	13	75	107.55291532150638
13	70	75	130	123.6844485880634
75	130	13	70	123.6844485880634
13	135	76	80	111.8334084535344
76	80	13	135	111.8334084535344
13	275	77	240	98.30480100505441
77	240	13	275	98.30480100505441
13	115	78	125	19.236043487922085
78	125	13	115	19.236043487922085
13	245	79	45	57.91568061750957
79	45	13	245	57.91568061750957
13	125	80	325	23.8624457204996
80	325	13	125	23.8624457204996
13	325	81	130	23.732493052389504
81	130	13	325	23.732493052389504
13	70	82	110	25.696793397779768
82	110	13	70	25.696793397779768
13	100	83	325	35.153518253396555
83	325	13	100	35.153518253396555
13	225	84	295	26.469172897290427
84	295	13	225	26.469172897290427
13	70	85	205	242.94816423502826
85	205	13	70	242.94816423502826
13	245	86	35	66.9526481783971
86	35	13	245	66.9526481783971
13	60	87	130	79.11439476959731
87	130	13	60	79.11439476959731
13	330	88	140	8.812641354847134
88	140	13	330	8.812641354847134
13	310	89	290	15.528327702529017
89	290	13	310	15.528327702529017
13	300	90	160	18.193644287275244
90	160	13	300	18.193644287275244
13	70	91	195	121.42077410179063
91	195	13	70	121.42077410179063
13	250	92	325	124.12402119165043
92	325	13	250	124.12402119165043
13	340	93	175	27.184696158405014
93	175	13	340	27.184696158405014
13	110	94	40	28.39336126125768
94	40	13	110	28.39336126125768
13	85	95	70	26.505317039125682
95	70	13	85	26.505317039125682
13	65	96	20	85.39529263615093
96	20	13	65	85.39529263615093
13	255	97	125	79.44433157724049
97	125	13	255	79.44433157724049
13	70	98	315	72.37888816906442
98	315	13	70	72.37888816906442
13	100	99	80	22.069611301260906
99	80	13	100	22.069611301260906
14	80	15	90	37.22605757369901
15	90	14	80	37.22605757369901
14	105	16	10	88.58304286488118
16	10	14	105	88.58304286488118
14	135	17	115	33.276540961263656
17	115	14	135	33.276540961263656
14	205	18	50	33.69193335948615
18	50	14	205	33.69193335948615
14	210	19	55	19.716574742458562
19	55	14	210	19.716574742458562
14	180	20	30	119.77466668068037
20	30	14	180	119.77466668068037
14	210	21	135	104.74240643220504
21	135	14	210	104.74240643220504
14	240	22	90	52.42710230543483
22	90	14	240	52.42710230543483
14	135	23	295	34.53410256684853
23	295	14	135	34.53410256684853
14	240	24	0	57.84312425146682
24	0	14	240	57.84312425146682
14	30	25	220	104.494782639911
25	220	14	30	104.494782639911
14	225	26	225	24.92681725574886
26	225	14	225	24.92681725574886
14	100	27	235	26.844289700569092
27	235	14	100	26.844289700569092
14	180	28	355	101.82524375325833
28	355	14	180	101.82524375325833
14	210	29	350	74.64862747724598
29	350	14	210	74.64862747724598
14	195	30	275	63.15317489243766
30	275	14	195	63.15317489243766
14	335	31	310	27.89092492555673
31	310	14	335	27.89092492555673
14	280	32	265	74.17814374529188
32	265	14	280	74.17814374529188
14	205	33	325	98.27529445259216
33	325	14	205	98.27529445259216
14	175	34	135	16.937600072004294
34	135	14	175	16.937600072004294
14	290	35	10	40.673673186134124
35	10	14	290	40.673673186134124
14	65	36	85	34.948959674802914
36	85	14	65	34.948959674802914
14	80	37	240	47.55334888775673
37	240	14	80	47.55334888775673
14	130	38	325	20.299887095796013
38	325	14	130	20.299887095796013
14	90	39	195	93.87542215939504
39	195	14	90	93.87542215939504
14	40	40	280	34.6532740111133
40	280	14	40	34.6532740111133
14	55	41	145	25.190676741865886
41	145	14	55	25.190676741865886
14	25	42	80	75.79482744421585
42	80	14	25	75.79482744421585
14	5	43	330	58.1940763494987
43	330	14	5	58.1940763494987
14	175	44	5	22.711479041472842
44	5	14	175	22.711479041472842
14	285	45	130	78.34977833720895
45	130	14	285	78.34977833720895
14	165	46	330	26.49497518103813
46	330	14	165	26.49497518103813
14	180	47	15	14.306367193231624
47	15	14	180	14.306367193231624
14	65	48	130	86.80846087110476
48	130	14	65	86.80846087110476
14	345	49	350	16.9462861988094
49	350	14	345	16.9462861988094
14	135	50	110	26.952613462705123
50	110	14	135	26.952613462705123
14	100	51	90	25.63839561168206
51	90	14	100	25.63839561168206
14	20	52	190	101.91311471755363
52	190	14	20	101.91311471755363
14	240	53	220	150.2952173530062
53	220	14	240	150.2952173530062
14	55	54	290	90.51121308185029
54	290	14	55	90.51121308185029
14	0	55	125	23.013805126032153
55	125	14	0	23.013805126032153
14	100	56	65	107.27063035455372
56	65	14	100	107.27063035455372
14	330	57	165	10.971001567126752
57	165	14	330	10.971001567126752
14	35	58	230	14.176995291006126
58	230	14	35	14.176995291006126
14	40	59	225	23.85224922772102
59	225	14	40	23.85224922772102
14	245	60	90	91.02718644838122
60	90	14	245	91.02718644838122
14	180	61	345	106.86899739470269
61	345	14	180	106.86899739470269
14	225	62	110	23.643145413189906
62	110	14	225	23.643145413189906
14	315	63	30	23.48990377515001
63	30	14	315	23.48990377515001
14	10	64	150	89.17747315772206
64	150	14	10	89.17747315772206
14	305	65	285	31.704421812713093
65	285	14	305	31.704421812713093
14	30	66	175	104.49782984396279
66	175	14	30	104.49782984396279
14	290	67	105	23.430688670427504
67	105	14	290	23.430688670427504
14	200	68	275	21.427687658587907
68	275	14	200	21.427687658587907
14	100	69	125	23.721247652354414
69	125	14	100	23.721247652354414
14	245	70	320	169.03721930670645
70	320	14	245	169.03721930670645
14	5	71	115	100.10965982549209
71	115	14	5	100.10965982549209
14	0	72	175	106.73015819479882
72	175	14	0	106.73015819479882
14	60	73	140	109.05507753205374
73	140	14	60	109.05507753205374
14	205	74	255	117.34596591466945
74	255	14	205	117.34596591466945
14	240	75	115	108.17820994832536
75	115	14	240	108.17820994832536
14	0	76	255	119.20823589528358
76	255	14	0	119.20823589528358
14	200	77	45	108.5778113055059
77	45	14	200	108.5778113055059
14	230	78	225	17.13381724182681
78	225	14	230	17.13381724182681
14	60	79	60	61.436766296484464
79	60	14	60	61.436766296484464
14	245	80	75	12.756938430237529
80	75	14	245	12.756938430237529
14	290	81	80	34.6925117362394
81	80	14	290	34.6925117362394
14	280	82	90	22.952285460037764
82	90	14	280	22.952285460037764
14	240	83	80	27.34388991515544
83	80	14	240	27.34388991515544
14	160	84	165	14.702663112158648
84	165	14	160	14.702663112158648
14	245	85	355	215.626203184065
85	355	14	245	215.626203184065
14	285	86	215	78.90705180712541
86	215	14	285	78.90705180712541
14	270	87	125	87.10656514334978
87	125	14	270	87.10656514334978
14	150	88	310	26.861837323441456
88	310	14	150	26.861837323441456
14	140	89	120	32.292027672186165
89	120	14	140	32.292027672186165
14	315	90	170	26.362365940061828
90	170	14	315	26.362365940061828
14	80	91	20	106.87959297944862
91	20	14	80	106.87959297944862
14	240	92	135	108.05744750718925
92	135	14	240	108.05744750718925
14	210	93	45	12.037870635146477
93	45	14	210	12.037870635146477
14	45	94	305	21.594869169370554
94	305	14	45	21.594869169370554
14	290	95	105	39.01175948729646
95	105	14	290	39.01175948729646
14	95	96	100	93.83936573891286
96	100	14	95	93.83936573891286
14	30	97	300	75.2893026146974
97	300	14	30	75.2893026146974
14	5	98	180	82.85000715152559
98	180	14	5	82.85000715152559
14	90	99	310	36.412221361707374
99	310	14	90	36.412221361707374
15	75	16	275	110.07395565314907
16	275	15	75	110.07395565314907
15	345	17	190	54.19653068633989
17	190	15	345	54.19653068633989
15	235	18	240	28.60976279170784
18	240	15	235	28.60976279170784
15	170	19	145	32.49210022375505
19	145	15	170	32.49210022375505
15	310	20	25	147.39639583825175
20	25	15	310	147.39639583825175
15	65	21	210	129.94887253626004
21	210	15	65	129.94887253626004
15	315	22	335	33.03119887335611
22	335	15	315	33.03119887335611
15	325	23	305	23.149227291652284
23	305	15	325	23.149227291652284
15	115	24	350	36.687935311337874
24	350	15	115	36.687935311337874
15	85	25	45	129.4776300144644
25	45	15	85	129.4776300144644
15	95	26	265	24.081295764260066
26	265	15	95	24.081295764260066
15	120	27	80	24.632186996068725
27	80	15	120	24.632186996068725
15	255	28	265	127.80367334333994
28	265	15	255	127.80367334333994
15	255	29	160	98.6829969031046
29	160	15	255	98.6829969031046
15	290	30	110	41.01833260899043
30	110	15	290	41.01833260899043
15	340	31	195	48.062208118414
31	195	15	340	48.062208118414
15	265	32	260	99.66550058599125
32	260	15	265	99.66550058599125
15	110	33	145	123.1723351808591
33	145	15	110	123.1723351808591
15	305	34	105	37.713630439222655
34	105	15	305	37.713630439222655
15	185	35	155	26.524040546822594
35	155	15	185	26.524040546822594
15	200	36	345	29.584925394507344
36	345	15	200	29.584925394507344
15	275	37	130	21.33150098056599
37	130	15	275	21.33150098056599
15	95	38	265	34.56012209920047
38	265	15	95	34.56012209920047
15	85	39	200	116.78017248628119
39	200	15	85	116.78017248628119
15	275	40	60	22.3198712375689
40	60	15	275	22.3198712375689
15	95	41	345	29.081775628127428
41	345	15	95	29.081775628127428
15	235	42	335	98.06337024489206
42	335	15	235	98.06337024489206
15	300	43	200	34.48074541824566
43	200	15	300	34.48074541824566
15	310	44	330	33.61792798639566
44	330	15	310	33.61792798639566
15	105	45	130	100.99155242252553
45	130	15	105	100.99155242252553
15	125	46	110	40.44542946691699
46	110	15	125	40.44542946691699
15	160	47	150	38.536998699015896
47	150	15	160	38.536998699015896
15	115	48	15	64.21922479191271
48	15	15	115	64.21922479191271
15	290	49	95	38.62228886844732
49	95	15	290	38.62228886844732
15	155	50	5	50.87704572074405
50	5	15	155	50.87704572074405
15	110	51	145	25.431874035739224
51	145	15	110	25.431874035739224
15	295	52	30	126.8922419956757
52	30	15	295	126.8922419956757
15	85	53	40	128.25116824983397
53	40	15	85	128.25116824983397
15	65	54	290	62.37285106321352
54	290	15	65	62.37285106321352
15	305	55	290	36.680030014501035
55	290	15	305	36.680030014501035
15	285	56	60	133.2653792059237
56	60	15	285	133.2653792059237
15	285	57	100	40.120261929168294
57	100	15	285	40.120261929168294
15	265	58	70	33.99201672035296
58	70	15	265	33.99201672035296
15	100	59	270	27.897724205839484
59	270	15	100	27.897724205839484
15	90	60	240	66.53568471858651
60	240	15	90	66.53568471858651
15	120	61	260	132.96638672085604
61	260	15	120	132.96638672085604
15	90	62	135	28.528386507645543
62	135	15	90	28.528386507645543
15	260	63	300	29.012098884873247
63	300	15	260	29.012098884873247
15	50	64	315	63.80097346831659
64	315	15	50	63.80097346831659
15	350	65	315	51.806223452516555
65	315	15	350	51.806223452516555
15	90	66	355	130.18153887852026
66	355	15	90	130.18153887852026
15	170	67	150	25.399651077991162
67	150	15	170	25.399651077991162
15	295	68	235	29.144854752149534
68	235	15	295	29.144854752149534
15	20	69	160	24.956189177794627
69	160	15	20	24.956189177794627
15	80	70	130	146.94697056275643
70	130	15	80	146.94697056275643
15	130	71	105	123.0146443794897
71	105	15	130	123.0146443794897
15	295	72	85	130.26203814185257
72	85	15	295	130.26203814185257
15	60	73	140	82.38005557974418
73	140	15	60	82.38005557974418
15	105	74	80	141.41899695192103
74	80	15	105	141.41899695192103
15	240	75	115	81.32421909604459
75	115	15	240	81.32421909604459
15	240	76	170	142.59808559224751
76	170	15	240	142.59808559224751
15	110	77	225	133.27115713974166
77	225	15	110	133.27115713974166
15	265	78	225	35.93427789767792
78	225	15	265	35.93427789767792
15	110	79	335	84.58943184580585
79	335	15	110	84.58943184580585
15	280	80	270	38.03364269527716
80	270	15	280	38.03364269527716
15	155	81	195	45.54049753938209
81	195	15	155	45.54049753938209
15	295	82	230	23.35819395860882
82	230	15	295	23.35819395860882
15	200	83	170	25.503996917069333
83	170	15	200	25.503996917069333
15	140	84	320	32.88012396189364
84	320	15	140	32.88012396189364
15	75	85	325	193.75966670562548
85	325	15	75	193.75966670562548
15	120	86	195	101.43436436207327
86	195	15	120	101.43436436207327
15	85	87	300	109.55205136871743
87	300	15	85	109.55205136871743
15	310	88	295	44.40752773757733
88	295	15	310	44.40752773757733
15	155	89	10	47.60725764140657
89	10	15	155	47.60725764140657
15	285	90	290	43.825400245738685
90	290	15	285	43.825400245738685
15	60	91	140	80.39151242868317
91	140	15	60	80.39151242868317
15	65	92	310	81.79281078821948
92	310	15	65	81.79281078821948
15	155	93	150	35.36582184000431
93	150	15	155	35.36582184000431
15	265	94	135	30.63801265296389
94	135	15	265	30.63801265296389
15	50	95	35	57.9416543657077
95	35	15	50	57.9416543657077
15	265	96	290	118.48935346585719
96	290	15	265	118.48935346585719
15	200	97	310	105.34235112636374
97	310	15	200	105.34235112636374
15	125	98	170	105.03827216175965
98	170	15	125	105.03827216175965
15	35	99	10	37.84400870426313
99	10	15	35	37.84400870426313
16	325	17	65	72.26261728540925
17	65	16	325	72.26261728540925
16	120	18	270	104.58560467791888
18	270	16	120	104.58560467791888
16	300	19	40	88.87035091926668
19	40	16	300	88.87035091926668
16	355	20	325	46.38791034503243
20	325	16	355	46.38791034503243
16	325	21	270	24.611222318945284
21	270	16	325	24.611222318945284
16	300	22	290	134.54783407777987
22	290	16	300	134.54783407777987
16	120	23	150	102.57906328620962
23	150	16	120	102.57906328620962
16	240	24	195	138.17024257134133
24	195	16	240	138.17024257134133
16	45	25	110	29.892828657786577
25	110	16	45	29.892828657786577
16	5	26	300	97.94358799943463
26	300	16	5	97.94358799943463
16	300	27	235	104.84196020020066
27	235	16	300	104.84196020020066
16	70	28	245	39.295566868239476
28	245	16	70	39.295566868239476
16	250	29	320	23.155048695884304
29	320	16	250	23.155048695884304
16	285	30	280	132.7033355965445
30	280	16	285	132.7033355965445
16	355	31	90	77.709625663657
31	90	16	355	77.709625663657
16	350	32	115	27.01782022866748
32	115	16	350	27.01782022866748
16	330	33	285	22.710982412227978
33	285	16	330	22.710982412227978
16	355	34	235	82.86507505625336
34	235	16	355	82.86507505625336
16	245	35	95	107.03134760781577
35	95	16	245	107.03134760781577
16	105	36	205	106.40681920164432
36	205	16	105	106.40681920164432
16	10	37	30	123.59360750252782
37	30	16	10	123.59360750252782
16	10	38	70	83.64163599107208
38	70	16	10	83.64163599107208
16	5	39	115	32.04797300454865
39	115	16	5	32.04797300454865
16	5	40	25	111.69715792678403
40	25	16	5	111.69715792678403
16	0	41	40	101.13648145878422
41	40	16	0	101.13648145878422
16	125	42	60	28.11988613727569
42	60	16	125	28.11988613727569
16	250	43	100	134.17616318655436
43	100	16	250	134.17616318655436
16	180	44	305	87.63647477842046
44	305	16	180	87.63647477842046
16	270	45	270	25.447000812240155
45	270	16	270	25.447000812240155
16	355	46	90	80.87891743229943
46	90	16	355	80.87891743229943
16	195	47	75	84.9171577424385
47	75	16	195	84.9171577424385
16	105	48	315	164.03553584799297
48	315	16	105	164.03553584799297
16	300	49	210	83.44100645462267
49	210	16	300	83.44100645462267
16	175	50	225	70.59465978007469
50	225	16	175	70.59465978007469
16	120	51	150	91.16646745985358
51	150	16	120	91.16646745985358
16	125	52	205	35.44352714053787
52	205	16	125	35.44352714053787
16	280	53	190	225.60874243980453
53	190	16	280	225.60874243980453
16	245	54	275	162.245209567533
54	275	16	245	162.245209567533
16	125	55	255	85.88337971529897
55	255	16	125	85.88337971529897
16	355	56	140	28.505070070200812
56	140	16	355	28.505070070200812
16	300	57	110	86.8185909671032
57	110	16	300	86.8185909671032
16	300	58	115	88.72059164842932
58	115	16	300	88.72059164842932
16	5	59	125	98.64983292890861
59	125	16	5	98.64983292890861
16	105	60	125	167.37046843788585
60	125	16	105	167.37046843788585
16	125	61	280	39.025873123497654
61	280	16	125	39.025873123497654
16	285	62	135	97.60345402791981
62	135	16	285	97.60345402791981
16	345	63	190	97.945286371477
63	190	16	345	97.945286371477
16	105	64	135	163.6350235956853
64	135	16	105	163.6350235956853
16	320	65	70	71.7710271026618
65	70	16	320	71.7710271026618
16	5	66	270	33.08038370256319
66	270	16	5	33.08038370256319
16	305	67	80	97.53219858509566
67	80	16	305	97.53219858509566
16	300	68	310	92.64097681653902
68	310	16	300	92.64097681653902
16	190	69	310	104.8799114646789
69	310	16	190	104.8799114646789
16	85	70	150	241.2698492052888
70	150	16	85	241.2698492052888
16	65	71	190	40.00684919231438
71	190	16	65	40.00684919231438
16	355	72	290	39.34841277824274
72	290	16	355	39.34841277824274
16	280	73	195	183.80674198382835
73	195	16	280	183.80674198382835
16	65	74	35	38.33606515688122
74	35	16	65	38.33606515688122
16	105	75	305	183.54405336020557
75	305	16	105	183.54405336020557
16	10	76	315	49.96450257286195
76	315	16	10	49.96450257286195
16	305	77	55	34.451921431586186
77	55	16	305	34.451921431586186
16	10	78	105	88.7363680656966
78	105	16	10	88.7363680656966
16	120	79	335	40.740025198255715
79	335	16	120	40.740025198255715
16	120	80	125	91.72474463377989
80	125	16	120	91.72474463377989
16	175	81	90	74.34450468292637
81	90	16	175	74.34450468292637
16	300	82	255	93.53312587768482
82	255	16	300	93.53312587768482
16	5	83	140	100.67180563869161
83	140	16	5	100.67180563869161
16	300	84	285	95.00940155273183
84	285	16	300	95.00940155273183
16	85	85	130	284.4148283039349
85	130	16	85	284.4148283039349
16	265	86	345	26.347576540480787
86	345	16	265	26.347576540480787
16	160	87	185	17.194193199588693
87	185	16	160	17.194193199588693
16	305	88	270	81.64995485798315
88	270	16	305	81.64995485798315
16	315	89	65	75.44308883757274
89	65	16	315	75.44308883757274
16	300	90	315	80.97945610395365
90	315	16	300	80.97945610395365
16	245	91	125	181.99923539009365
91	125	16	245	181.99923539009365
16	85	92	130	183.0334691007943
92	130	16	85	183.0334691007943
16	300	93	110	89.89780583339711
93	110	16	300	89.89780583339711
16	355	94	45	95.81007830053562
94	45	16	355	95.81007830053562
16	125	95	260	61.465551031696926
95	260	16	125	61.465551031696926
16	175	96	85	26.7602575432982
96	85	16	175	26.7602575432982
16	145	97	15	28.40558951637624
97	15	16	145	28.40558951637624
16	330	98	125	24.335844714769454
98	125	16	330	24.335844714769454
16	305	99	80	83.75591390330138
99	80	16	305	83.75591390330138
17	75	18	110	50.53811012674806
18	110	17	75	50.53811012674806
17	335	19	165	32.039160987902946
19	165	17	335	32.039160987902946
17	235	20	320	106.22814701577893
20	320	17	235	106.22814701577893
17	230	21	245	89.48588201079876
21	245	17	230	89.48588201079876
17	120	22	325	77.72199272460959
22	325	17	120	77.72199272460959
17	30	23	295	46.43838173315328
23	295	17	30	46.43838173315328
17	300	24	320	84.84656213717044
24	320	17	300	84.84656213717044
17	30	25	355	87.46338725493025
25	355	17	30	87.46338725493025
17	75	26	130	37.765312473560975
26	130	17	75	37.765312473560975
17	260	27	205	43.949498000449466
27	205	17	260	43.949498000449466
17	265	28	125	92.06281693107951
28	125	17	265	92.06281693107951
17	255	29	185	71.46217206383572
29	185	17	255	71.46217206383572
17	260	30	290	94.31152894810938
30	290	17	260	94.31152894810938
17	35	31	40	12.625783766371802
31	40	17	35	12.625783766371802
17	245	32	305	61.82822187405736
32	305	17	245	61.82822187405736
17	240	33	135	84.68101408904164
33	135	17	240	84.68101408904164
17	65	34	70	25.370228482918396
34	70	17	65	25.370228482918396
17	35	35	150	53.492510317248836
35	150	17	35	53.492510317248836
17	75	36	145	47.25263929877084
36	145	17	75	47.25263929877084
17	80	37	0	76.17381614218534
37	0	17	80	76.17381614218534
17	120	38	335	32.43898986968011
38	335	17	120	32.43898986968011
17	285	39	320	79.15780662527366
39	320	17	285	79.15780662527366
17	75	40	195	53.90744609097432
40	195	17	75	53.90744609097432
17	250	41	45	44.735743529775185
41	45	17	250	44.735743529775185
17	260	42	35	57.24034125653271
42	35	17	260	57.24034125653271
17	300	43	340	82.446406186244
43	340	17	300	82.446406186244
17	280	44	140	32.26266069257463
44	140	17	280	32.26266069257463
17	85	45	140	69.2862262565338
45	140	17	85	69.2862262565338
17	240	46	85	32.29401180060067
46	85	17	240	32.29401180060067
17	135	47	340	34.92307172690752
47	340	17	135	34.92307172690752
17	80	48	145	116.44276060446948
48	145	17	80	116.44276060446948
17	235	49	290	31.051396122706336
49	290	17	235	31.051396122706336
17	295	50	290	16.51149667293122
50	290	17	295	16.51149667293122
17	250	51	100	43.000789167693966
51	100	17	250	43.000789167693966
17	85	52	65	85.83717967911801
52	65	17	85	85.83717967911801
17	70	53	120	187.60923074094418
53	120	17	70	187.60923074094418
17	285	54	130	117.20419924005978
54	130	17	285	117.20419924005978
17	35	55	185	35.78474659180481
55	185	17	35	35.78474659180481
17	250	56	145	93.85208635773452
56	145	17	250	93.85208635773452
17	120	57	330	33.48996640865815
57	330	17	120	33.48996640865815
17	120	58	330	34.69486767243208
58	330	17	120	34.69486767243208
17	260	59	135	42.10306247415733
59	135	17	260	42.10306247415733
17	50	60	320	123.43637104134332
60	320	17	50	123.43637104134332
17	80	61	100	92.0754603055922
61	100	17	80	92.0754603055922
17	75	62	15	36.360714939089874
62	15	17	75	36.360714939089874
17	290	63	30	41.67391528952476
63	30	17	290	41.67391528952476
17	250	64	150	117.14416020431405
64	150	17	250	117.14416020431405
17	210	65	200	15.382369974869448
65	200	17	210	15.382369974869448
17	280	66	335	91.47349847350226
66	335	17	280	91.47349847350226
17	125	67	190	39.11085137662368
67	190	17	125	39.11085137662368
17	250	68	185	41.6410890495769
68	185	17	250	41.6410890495769
17	285	69	335	44.22745348447118
69	335	17	285	44.22745348447118
17	255	70	310	212.8529075067714
70	310	17	255	212.8529075067714
17	110	71	285	90.8212941900023
71	285	17	110	90.8212941900023
17	50	72	100	92.89098548318802
72	100	17	50	92.89098548318802
17	80	73	150	138.12536688483175
73	150	17	80	138.12536688483175
17	85	74	95	103.58005995282845
74	95	17	85	103.58005995282845
17	70	75	305	137.9719015560829
75	305	17	70	137.9719015560829
17	260	76	305	106.53403757277677
76	305	17	260	106.53403757277677
17	255	77	225	96.60179365100672
77	225	17	255	96.60179365100672
17	105	78	130	26.569898612961197
78	130	17	105	26.569898612961197
17	85	79	5	44.913105331676306
79	5	17	85	44.913105331676306
17	105	80	325	30.198980741509935
80	325	17	105	30.198980741509935
17	215	81	220	22.160501443821527
81	220	17	215	22.160501443821527
17	250	82	315	39.216013270075905
82	315	17	250	39.216013270075905
17	75	83	330	44.54335424247057
83	330	17	75	44.54335424247057
17	305	84	325	38.711598598654966
84	325	17	305	38.711598598654966
17	245	85	5	259.6701280975152
